Date,Open,High,Low,Close,Volume,MarketCap
27-Sep-13,128.94,134.74,128.49,133.78,0,1573520360
28-Sep-13,133.77,135.63,132.56,134.78,0,1585878762
29-Sep-13,134.9,140.61,134.71,137.34,0,1616584505
30-Sep-13,137.15,138.35,130.27,133,0,1566038425
01-Oct-13,132.68,134.63,131.55,132.18,0,1557001092
02-Oct-13,132.05,133.59,102.25,114.13,0,1344930746
03-Oct-13,114.45,123.63,111.82,123.63,0,1457492615
04-Oct-13,123.41,130.09,123.41,129.01,0,1521498787
05-Oct-13,128.63,130.44,128.03,128.55,0,1516777519
06-Oct-13,128.36,129.66,126.15,129,0,1522686975
07-Oct-13,129.43,130.27,126.36,126.94,0,1498859918
08-Oct-13,126.74,127.47,124.71,126,0,1488277350
09-Oct-13,125.85,131.75,125.58,130.69,0,1544249376
10-Oct-13,130.67,131.5,129.26,130.59,0,1543701125
11-Oct-13,130.75,131.81,129.64,130.9,0,1547971040
12-Oct-13,130.9,135.66,130.56,135.19,0,1599426131
13-Oct-13,135.19,138.66,134.55,138.13,0,1634968839
14-Oct-13,139.27,144.12,138.9,140.52,0,1664129178
15-Oct-13,140.77,145.39,139.13,145.24,0,1720981439
16-Oct-13,145.65,152.23,142.43,142.55,0,1689851848
17-Oct-13,142.41,147.42,142.41,146.25,0,1734327563
18-Oct-13,146.37,155.96,145.57,155.96,0,1850219763
19-Oct-13,155.91,177.48,155.7,172.42,0,2046457291
20-Oct-13,171.66,174.91,168.95,174.61,0,2073319140
21-Oct-13,174.8,184.82,174.8,182.21,0,2164518143
22-Oct-13,182.65,196.27,182.65,193.76,0,2302910260
23-Oct-13,193.36,213.62,192.38,213.62,0,2540139399
24-Oct-13,214.3,217.42,168.52,198.23,0,2358198593
25-Oct-13,197.69,198.87,168.5,186.69,0,2222012384
26-Oct-13,187.45,188.41,175.75,177.32,0,2111296044
27-Oct-13,176.6,196.44,176.6,196.44,0,2339831217
28-Oct-13,196.21,198.62,192.06,198.55,0,2365837416
29-Oct-13,198.55,204.79,198.55,204.39,0,2436241934
30-Oct-13,204.39,209.16,199.97,199.97,0,2384492273
31-Oct-13,199.83,205.18,198.85,204,0,2433658800
01-Nov-13,203.9,206.65,202.13,206.18,0,2460742837
02-Nov-13,205.81,207.76,201.65,206.22,0,2462261645
03-Nov-13,205.99,215.05,203.99,215.05,0,2568713111
04-Nov-13,214.66,231.01,213.94,229.1,0,2737659088
05-Nov-13,229.21,250.66,226.22,245.24,0,2931598960
06-Nov-13,244.78,263,244.78,262.5,0,3138994688
07-Nov-13,261.68,304.17,261.55,296.41,0,3545560087
08-Nov-13,297.85,338.66,296.93,338.11,0,4045494603
09-Nov-13,338.58,370.82,319.71,339.11,0,4058705857
10-Nov-13,348.82,350.7,277.24,326.62,0,3910613095
11-Nov-13,325.41,351.27,311.78,342.44,0,4101635027
12-Nov-13,343.06,362.81,342.8,360.33,0,4317726291
13-Nov-13,360.97,414.05,359.8,407.37,0,4883103453
14-Nov-13,406.41,425.9,395.19,420.2,0,5038817795
15-Nov-13,419.41,437.89,396.11,417.95,0,5013561020
16-Nov-13,417.28,450.26,415.57,440.22,0,5282849105
17-Nov-13,440.96,500.58,440.24,492.11,0,5907842064
18-Nov-13,496.58,703.78,494.94,703.56,0,8449069629
19-Nov-13,712.76,806.11,456.39,584.61,0,7022949161
20-Nov-13,577.98,599.65,448.45,590.83,0,7100077964
21-Nov-13,594.32,733.4,577.29,722.43,0,8684240726
22-Nov-13,724.07,780.85,668.13,771.44,0,9276681716
23-Nov-13,771.7,844.97,771.7,797.82,0,9597335799
24-Nov-13,795.63,807.36,722.87,774.25,0,9317034156
25-Nov-13,773.02,810.68,754.43,799.11,0,9619646225
26-Nov-13,805.73,928.54,800.8,928.1,0,11176110593
27-Nov-13,923.85,1001.96,891.68,1001.96,0,12069885699
28-Nov-13,1003.38,1077.56,962.17,1031.95,0,12435823060
29-Nov-13,1042.01,1146.97,1000.64,1131.97,0,13646039846
30-Nov-13,1129.37,1156.14,1106.61,1129.43,0,13620389321
01-Dec-13,1128.92,1133.08,801.82,955.85,0,11531708948
02-Dec-13,951.42,1055.42,938.41,1043.33,0,12591271606
03-Dec-13,1046.4,1096,1011.21,1078.28,0,13018451838
04-Dec-13,1077.58,1156.12,1070.16,1151.17,0,13903428351
05-Dec-13,1152.73,1154.36,897.11,1045.11,0,12626914509
06-Dec-13,1042.38,1042.38,829.45,829.45,0,10025645095
07-Dec-13,835.32,854.64,640.22,698.23,0,8442962249
08-Dec-13,697.31,802.51,670.88,795.87,0,9627500113
09-Dec-13,793.8,921.93,780.9,893.19,0,10808715488
10-Dec-13,892.32,997.23,892.32,988.51,0,11966951486
11-Dec-13,989.07,1001.58,834.23,878.48,0,10638546534
12-Dec-13,882.78,901.94,844.95,873.26,0,10578889955
13-Dec-13,874.98,941.79,860.05,892.58,0,10816819988
14-Dec-13,899.85,904.65,858.36,872.6,0,10578987915
15-Dec-13,875.29,886.16,825,876.12,0,10625517651
16-Dec-13,880.33,882.25,668.25,705.97,0,8565534010
17-Dec-13,706.37,754.83,630.88,682.12,0,8279623719
18-Dec-13,678.2,679.32,420.51,522.7,0,6347159168
19-Dec-13,519.06,707.23,502.89,691.96,0,8406397153
20-Dec-13,694.22,729.16,595.33,625.32,0,7599576492
21-Dec-13,619.9,654.27,579.17,605.66,0,7363114611
22-Dec-13,601.78,666.74,585.64,617.18,0,7505757423
23-Dec-13,613.06,680.91,611.04,673.41,0,8192487202
24-Dec-13,672.36,684.39,645.71,665.58,0,8100042042
25-Dec-13,666.31,682.7,649.48,682.21,0,8305173374
26-Dec-13,683.94,777.75,683.94,761.98,0,9279735331
27-Dec-13,763.28,777.51,713.6,735.07,46862700,8955394564
28-Dec-13,737.98,747.06,705.35,727.83,32505800,8869918644
29-Dec-13,728.05,748.61,714.44,745.05,19011300,9082103621
30-Dec-13,741.35,766.6,740.24,756.13,20707700,9217167990
31-Dec-13,760.32,760.58,738.17,754.01,20897300,9191325349
01-Jan-14,754.97,775.35,754.97,771.4,22489400,9403308145
02-Jan-14,773.44,820.31,767.21,802.39,38489500,9781073921
03-Jan-14,802.85,834.15,789.12,818.72,37810100,9980135396
04-Jan-14,823.27,859.51,801.67,859.51,38005000,10477362437
05-Jan-14,858.55,952.4,854.52,933.53,72898496,11379660685
06-Jan-14,936.05,1017.12,905.71,953.29,85565696,11620533603
07-Jan-14,946.49,965.74,802,802,81311696,9808299600
08-Jan-14,795.99,870.68,776.18,842.72,74175600,10310363180
09-Jan-14,841.47,864.36,804.14,846.86,59998600,10365397028
10-Jan-14,846.69,871.19,822.6,868.48,31876800,10634081648
11-Jan-14,867.32,921.48,861.72,913.95,44754200,11195636164
12-Jan-14,919.6,928.52,851.17,863.22,39623500,10578653198
13-Jan-14,860.19,861.29,806.05,841.2,45580900,10312375950
14-Jan-14,843.17,855.69,825.66,833.27,20829800,10218535832
15-Jan-14,833.12,872.81,830.86,860.9,28107200,10561305975
16-Jan-14,860.29,866.16,835.63,835.63,19149300,10255185612
17-Jan-14,834.49,842.91,797.63,814.64,39031700,10000663202
18-Jan-14,816.07,841.49,816.07,840,18052700,10315662000
19-Jan-14,839.66,870.96,825.53,870.96,24365700,10699504086
20-Jan-14,871.39,886.39,853.87,870.2,27652700,10694453430
21-Jan-14,869.65,881.2,855.93,863.91,18997300,10620283205
22-Jan-14,867.21,870.15,837.36,845.59,18453700,10399573174
23-Jan-14,845.46,851.57,819.32,822.04,15607100,10113558120
24-Jan-14,822.43,822.43,783.58,797.07,34912000,9810138293
25-Jan-14,796.24,861.45,792.96,853.61,24303900,10509539619
26-Jan-14,853.68,897.02,844.86,885.28,32224300,10902798632
27-Jan-14,884.6,893,757.11,771.39,49233600,9503544085
28-Jan-14,774.02,832.5,766.98,812.51,44875500,10013251364
29-Jan-14,809.96,836.87,809.85,826,17984400,10182659550
30-Jan-14,826.02,830.5,799.06,819.03,29918200,10100339387
31-Jan-14,818.43,831.87,812.6,829.92,17107900,10238411820
01-Feb-14,828.61,853.52,827.11,832.58,19668700,10275202812
02-Feb-14,832.9,844.72,820.67,825.37,11300900,10190038654
03-Feb-14,824.08,826.48,807.22,823.83,13940100,10174774202
04-Feb-14,823.77,840.17,820.94,827.96,16609700,10229342305
05-Feb-14,829.96,837.32,811.91,811.91,22395100,10034436286
06-Feb-14,815.59,819.81,770.59,781.55,50108700,9662791119
07-Feb-14,783.2,783.2,654.35,712.4,113643000,8810607000
08-Feb-14,699.57,721.82,661.87,673.92,38742600,8337738240
09-Feb-14,671.46,712.27,655.25,682.9,39311400,8451228950
10-Feb-14,681.32,703.71,550.5,681.03,112758000,8430742782
11-Feb-14,683.5,712.46,636.66,672.17,72745200,8323817195
12-Feb-14,672.38,672.9,643.04,651.72,25367600,8073458481
13-Feb-14,651.08,657.99,601.91,605.24,38588100,7500376176
14-Feb-14,601.17,691.72,541.04,661.99,102506000,8206805878
15-Feb-14,660.9,661.84,632.84,650.92,26709200,8072579656
16-Feb-14,651.3,665.1,584.17,616.63,40061700,7650358837
17-Feb-14,614.23,656.95,607.31,626.27,31948400,7772386462
18-Feb-14,627.16,645.76,612.54,626.6,20015100,7779035355
19-Feb-14,625.97,631.77,618.7,623.03,13897800,7737830115
20-Feb-14,623.09,627.73,556.14,556.14,46905000,6909538974
21-Feb-14,556.88,582.96,530.47,574.16,47308100,7135603064
22-Feb-14,574.24,614.48,558.58,605.42,31254000,7526808473
23-Feb-14,606.47,639.91,599.7,605.82,31434400,7534325867
24-Feb-14,606.04,607.61,538.7,546.32,57893900,6796971990
25-Feb-14,540.24,541.38,420.41,538.71,126314000,6704461434
26-Feb-14,537.04,603.8,532.58,582.69,64642700,7254505067
27-Feb-14,581.65,594.05,566.62,578.77,25540800,7208406719
28-Feb-14,579.7,584.14,545.17,549.26,28076100,6843353924
01-Mar-14,549.92,573.38,539.29,565.61,18668100,7049084308
02-Mar-14,567.23,570.48,553.27,559.79,7950760,6978524072
03-Mar-14,562.56,702.91,560.52,667.76,96056896,8326933812
04-Mar-14,668.24,696.22,655.68,666.78,55344600,8317230356
05-Mar-14,666.24,674.28,646.28,665.51,22461900,8304000852
06-Mar-14,664.52,669.77,649.79,663.86,16068100,8286267327
07-Mar-14,664.31,665.34,616.35,629.15,34150800,7855629815
08-Mar-14,629.66,635.14,604.46,617.45,18654200,7712151171
09-Mar-14,616.31,643.95,612.35,636.96,15396500,7958687808
10-Mar-14,636.33,644.76,615.02,627.79,20639800,7846433315
11-Mar-14,627.95,638.42,618.84,634.11,11732500,7928102950
12-Mar-14,631.91,648.03,629.51,632.1,18621200,7905832725
13-Mar-14,633.62,644.2,630.85,638.14,11634900,7983960982
14-Mar-14,638.14,639.53,627.21,628.8,11913800,7869180480
15-Mar-14,629.37,639.14,627.3,636.12,4342080,7963443153
16-Mar-14,636.5,637.52,628.11,631.11,5277290,7903422086
17-Mar-14,630.92,632.68,616.85,622.37,14648200,7796513249
18-Mar-14,621.84,622.39,603.8,614.83,24011500,7704183118
19-Mar-14,613.9,622,609.1,609.89,14228900,7644702125
20-Mar-14,609.74,609.74,587.49,588.77,20572900,7382675346
21-Mar-14,588.29,604.59,561.81,571.49,38414100,7168656262
22-Mar-14,571.18,572.55,554.39,565.04,17360700,7090150172
23-Mar-14,565.76,570.24,560.88,561.27,9288400,7045871925
24-Mar-14,562.51,586.56,551.77,583.41,22706900,7326517067
25-Mar-14,585.03,585.44,572.6,583.92,14020100,7335179952
26-Mar-14,583.48,590.03,570.96,580.83,16401100,7298672082
27-Mar-14,580.26,580.56,471.24,471.24,62225400,5923615602
28-Mar-14,477.14,526.02,473.23,495.67,58828300,6232801684
29-Mar-14,501.71,504.86,489.73,491.17,11147100,6178428029
30-Mar-14,492.37,492.37,444.18,460.27,42958300,5791419543
31-Mar-14,462.3,483.02,443.36,457,28254000,5752294437
01-Apr-14,457,495.34,457,478.38,35685800,6023351178
02-Apr-14,479.14,495.05,431.27,437.14,49647600,5506313797
03-Apr-14,436.44,449.57,414.89,444.72,40765500,5604036051
04-Apr-14,445.66,454.65,429.09,447.53,22925500,5641613449
05-Apr-14,446.67,463.57,444.2,461.91,13404500,5824866676
06-Apr-14,463.4,466.32,452.97,460.5,10241400,5808861023
07-Apr-14,461.47,462.56,445.12,449.42,15616600,5670830650
08-Apr-14,447.61,457.42,446.11,453.09,10921600,5718579640
09-Apr-14,453.18,455.73,441.93,442.73,13204400,5589580215
10-Apr-14,442.26,443.37,358.73,365.18,55868300,4611917257
11-Apr-14,363.71,429.77,351.27,420.95,62562800,5318033925
12-Apr-14,420.89,439.61,415.79,421.12,19226500,5321874506
13-Apr-14,421.46,427.4,395.25,414.06,22493500,5234667259
14-Apr-14,414.83,469.75,407.37,458.79,50730200,5802302128
15-Apr-14,458.37,519,453.54,515.59,49561000,6522974948
16-Apr-14,522.18,542.38,502.78,527.4,56480100,6674473792
17-Apr-14,529.07,533.52,484.87,495.96,34025500,6278792387
18-Apr-14,495.8,498.6,472.74,479.64,19042400,6074116360
19-Apr-14,479.58,503.55,470.56,501.57,19588200,6353700029
20-Apr-14,501.75,510.87,490.84,498.17,12103100,6312896984
21-Apr-14,497.74,510.57,493.2,495.77,15171400,6284666435
22-Apr-14,495.45,503.22,487.58,487.92,11670900,6187034895
23-Apr-14,488.36,493.25,485.82,491.3,9814530,6231920621
24-Apr-14,490.83,500.46,482.95,500.46,13009400,6350012525
25-Apr-14,500.09,500.3,442.95,461.45,46856500,5857079867
26-Apr-14,461.7,464.54,449.1,458.6,12214600,5822776642
27-Apr-14,457.24,459.33,436.39,436.39,10949500,5542720307
28-Apr-14,430.72,447.53,422.94,440.29,23876600,5593864954
29-Apr-14,439.98,451.64,435.18,447.21,16401400,5683724524
30-Apr-14,446.89,451.1,436.7,447.64,15244900,5690810165
01-May-14,447.63,460.61,447.63,457.76,12871800,5821425472
02-May-14,457.36,457.93,443.4,449.38,10394200,5716625927
03-May-14,449.4,449.4,430.68,437.76,9849640,5570422954
04-May-14,438.52,439.77,430.05,436.4,5621260,5554777406
05-May-14,434.78,440.97,427.62,433.48,10004800,5518951942
06-May-14,433.36,448.04,423.25,428.96,12507300,5463474513
07-May-14,429.34,446.13,428.45,438.82,18332200,5590798951
08-May-14,438.68,448.4,438.14,440.17,9446580,5609810850
09-May-14,440.18,452.69,440.14,449.46,10347900,5730133343
10-May-14,450.46,455.77,448.47,454.43,6682600,5795543101
11-May-14,453.92,455.34,433.4,438.89,12251700,5598956479
12-May-14,438.3,442.26,434.23,441.46,7383770,5633629021
13-May-14,441.53,441.98,436.97,440.67,7682670,5625308533
14-May-14,440.59,446.66,440.5,443.97,9472960,5669111766
15-May-14,444.14,449.8,443.63,447.25,7362980,5712906334
16-May-14,447.39,450.66,444.96,448.06,6475100,5725217915
17-May-14,448.12,451.98,447.3,448.9,2945790,5737967927
18-May-14,448.7,449.77,444.78,446.26,2857830,5706165793
19-May-14,446.08,447.55,443.1,446.18,6242620,5706978471
20-May-14,446.3,491.44,446.01,485.72,40327500,6214911439
21-May-14,485.8,494.37,483.49,491.77,14626000,6294422409
22-May-14,492.05,525.36,490.19,524.58,33086500,6716604600
23-May-14,525.72,541.96,520.08,520.22,34934700,6662964359
24-May-14,521.05,525.17,516.28,525.14,11499300,6727963028
25-May-14,525.23,576.48,525.23,571.59,47010300,7325371780
26-May-14,571.39,588.39,565.33,583.42,29959800,7479335238
27-May-14,582.59,589.52,554.43,571.24,38032000,7325147499
28-May-14,571.91,578.62,564.09,577.06,19289000,7402205099
29-May-14,576.33,577.1,561.6,568.18,18707800,7290260762
30-May-14,568.18,618.46,568.16,615.33,31985400,7897757908
31-May-14,615.69,624.72,604.47,623.68,15107100,8007248676
01-Jun-14,623.69,671.51,619.91,630.23,45259100,8094125581
02-Jun-14,629.65,665.5,618.74,660.62,45450200,8487587033
03-Jun-14,660.55,674.11,650.78,667.6,40653700,8580309812
04-Jun-14,666.77,668.56,624.09,641.61,37731500,8249183077
05-Jun-14,641.07,663.53,640.09,659.26,29621300,8478552324
06-Jun-14,659.28,661.37,652.3,653.7,18680100,8409353268
07-Jun-14,653.52,656.94,644.91,654.97,15855300,8428206589
08-Jun-14,654.99,658.88,653.47,656.14,8614190,8445489607
09-Jun-14,655.64,657.7,644.39,649.16,19065400,8358149331
10-Jun-14,650.04,659.61,646.56,653.15,17913400,8412294411
11-Jun-14,653.19,657.04,632.55,633.02,25163800,8155307439
12-Jun-14,633.43,638.11,573.27,586.95,50818800,7564343900
13-Jun-14,585.7,615.14,585.7,600.16,35700700,7737046327
14-Jun-14,600.75,601.27,549.82,577.36,38481200,7445594334
15-Jun-14,575.93,592.94,554.89,592.94,23580900,7649361650
16-Jun-14,592.65,608.72,587.07,592.19,28677500,7642482234
17-Jun-14,591.59,610.89,590.4,610.86,18597300,7886300055
18-Jun-14,609.77,615.88,604.4,607.96,17862000,7851200010
19-Jun-14,608.07,612.24,597.02,598.07,12803800,7726000792
20-Jun-14,597.4,599.75,587.76,594.15,18134100,7678074490
21-Jun-14,593.68,599.46,587.74,594.99,9256290,7691773955
22-Jun-14,595.9,606,594.63,602.27,10877700,7788609493
23-Jun-14,602.16,603.21,586.34,593.98,14053800,7684029467
24-Jun-14,593.97,596.97,582.36,582.36,14144900,7536340173
25-Jun-14,581.81,583.6,565.63,566.34,20687700,7331658430
26-Jun-14,566.14,581.63,564.73,581.14,14655900,7525767735
27-Jun-14,581.3,600.12,579.89,597.26,20814600,7737366940
28-Jun-14,599.08,604.47,595.92,596.55,13398100,7730991679
29-Jun-14,596.33,604.08,596.16,602.72,8897470,7813280835
30-Jun-14,602.62,645.16,599.88,639.8,46422400,8296103745
01-Jul-14,641.39,657.86,640.11,640.81,38446300,8311317901
02-Jul-14,641.04,656.68,638.34,650.88,25768200,8444194978
03-Jul-14,650.77,650.77,641.3,645.16,18949000,8372189412
04-Jul-14,644.65,648.43,629.4,630.69,22237200,8187107456
05-Jul-14,629.95,633.22,628,631.46,9105940,8199437572
06-Jul-14,631.77,638.65,631.16,635.81,10080000,8258179220
07-Jul-14,635.46,637.16,617.01,624.09,17813600,8108140914
08-Jul-14,622.57,626.7,620.91,624.82,10005500,8120056626
09-Jul-14,625.22,627,622.6,624.51,9819150,8118679451
10-Jul-14,624.83,626.12,612.35,616.76,15880700,8020234277
11-Jul-14,616.66,632.09,615.77,632,16467100,8220889623
12-Jul-14,631.88,636.66,626.98,633.71,13329000,8245635914
13-Jul-14,634.22,634.73,624.91,626.5,11291000,8154265678
14-Jul-14,626.56,627.34,617.32,619.32,12706800,8062877468
15-Jul-14,620,625.14,619.64,621.59,10873200,8094883399
16-Jul-14,622.01,623.09,615.33,616.8,13182400,8034806880
17-Jul-14,616.54,626.29,608.4,623.09,16576700,8119394873
18-Jul-14,622.37,629.21,620.47,628.78,14158100,8196212862
19-Jul-14,629.17,629.17,624.6,628.52,7222030,8195599907
20-Jul-14,628.56,628.56,622.78,623.9,5760120,8137808455
21-Jul-14,623.95,624.09,619.11,622.21,10711900,8118204691
22-Jul-14,622.27,624.3,620.96,621.55,9602880,8111799946
23-Jul-14,621.12,624.43,618.29,619.41,11056600,8086153118
24-Jul-14,619.5,620.43,595.57,601.73,20917200,7857489687
25-Jul-14,601.51,607.07,597.23,601.09,12279500,7851574790
26-Jul-14,601.54,602.09,593.96,595.81,10752900,7784669228
27-Jul-14,595.67,598.94,593.43,593.85,7774230,7761289329
28-Jul-14,594.14,594.57,575.18,585.69,19316400,7656826297
29-Jul-14,585.55,588.39,581.7,584.72,11275400,7646390353
30-Jul-14,584.74,585.12,564.9,567.29,14898800,7420859009
31-Jul-14,567.37,586.23,564.51,586.23,22467900,7670841007
01-Aug-14,586.2,597.92,583.63,594.92,18215900,7786796032
02-Aug-14,594.9,594.91,586.16,589.33,8359080,7716181169
03-Aug-14,588.89,589.15,581.65,586.67,9917990,7683520602
04-Aug-14,586.23,591.95,583.74,588.78,9867570,7713117798
05-Aug-14,589.01,589.86,584.1,585.44,10790800,7671275262
06-Aug-14,585.95,587.49,583.1,584.65,14497900,7663383046
07-Aug-14,584.65,591.1,584.05,588.87,11131400,7721014780
08-Aug-14,588.88,598.12,588.79,592.58,11072000,7771958458
09-Aug-14,592.47,592.47,587.63,589.37,7922070,7732619577
10-Aug-14,589.17,594.46,587.94,591.06,7555310,7757394871
11-Aug-14,591.28,591.51,574.05,576.37,14764200,7567178700
12-Aug-14,576.51,576.95,566.59,569.64,13978200,7481336243
13-Aug-14,570.38,573.03,532.67,546.66,25777500,7181459812
14-Aug-14,546.18,546.24,498.73,505.97,35803900,6649282620
15-Aug-14,511.14,518.18,487.93,497.01,25598300,6533519507
16-Aug-14,497.83,521.47,487.74,519.71,22832500,6833965310
17-Aug-14,519.14,520.19,483.63,491.8,24300900,6468997661
18-Aug-14,491.51,499.37,443.85,461.46,50783800,6072259848
19-Aug-14,461.48,485.71,455.54,485.24,38422400,6387510426
20-Aug-14,485.07,518.28,467.51,511.98,46527600,6741573447
21-Aug-14,510.45,531.9,510.45,517.24,49444200,6812929386
22-Aug-14,517.58,521.48,501.27,514.04,36563900,6772889206
23-Aug-14,513.39,514.3,492.11,498.08,25171900,6564528885
24-Aug-14,498.29,512.89,497.35,508.29,19441700,6700963067
25-Aug-14,508.22,508.22,499.23,502.5,18356700,6626339378
26-Aug-14,502.54,512.69,502.54,511.57,23235100,6748171027
27-Aug-14,512.19,520.71,510.92,511.15,22648500,6744868296
28-Aug-14,510.88,516.16,506.88,507.82,19862000,6703031046
29-Aug-14,508.42,511.7,503.82,508.52,17624800,6714458468
30-Aug-14,508.59,509.31,501.64,504.25,9424070,6660385523
31-Aug-14,502.9,504.88,474.81,477.76,44632300,6312801960
01-Sep-14,477.79,485.31,471.91,474.88,20432000,6276309535
02-Sep-14,474.48,482.99,472.32,477.43,23337900,6311703012
03-Sep-14,476.87,481.71,476.21,477.59,13342200,6315859936
04-Sep-14,477.68,493.93,477.09,489.66,26081400,6477467310
05-Sep-14,489.67,490.64,481.61,483.34,15302500,6395641762
06-Sep-14,483.34,488.6,483,484.83,10601400,6417500778
07-Sep-14,485.13,488.07,482.28,482.28,8994050,6385589802
08-Sep-14,481.81,489.83,468.79,474.6,30238000,6285637995
09-Sep-14,474.88,477.38,467.78,475.26,21447800,6296101902
10-Sep-14,475.48,487.47,475.14,479.36,22787800,6352285708
11-Sep-14,479.62,482.35,474.61,479.75,16852900,6359504769
12-Sep-14,479.58,479.63,473.01,477.75,15437200,6334873398
13-Sep-14,477.79,482.12,475.1,479,15588000,6353614254
14-Sep-14,479.12,479.85,476.12,477.89,13105500,6340778582
15-Sep-14,477.77,478.62,474.02,475.37,15345200,6309195218
16-Sep-14,474.86,475.64,465.13,466.06,16797300,6187570806
17-Sep-14,465.86,468.17,452.42,457.33,21056800,6073910021
18-Sep-14,456.86,456.86,413.1,424.44,34483200,5638918842
19-Sep-14,424.1,427.83,384.53,394.8,37919700,5246779621
20-Sep-14,394.67,423.3,389.88,408.9,36863600,5436072002
21-Sep-14,408.08,412.43,393.18,398.82,26580100,5303651275
22-Sep-14,399.1,406.92,397.13,402.15,24127600,5349637034
23-Sep-14,402.09,441.56,396.2,435.79,45099500,5798754889
24-Sep-14,435.75,436.11,421.13,423.2,30627700,5632911451
25-Sep-14,423.16,423.52,409.47,411.57,26814400,5479902023
26-Sep-14,411.43,414.94,400.01,404.42,21460800,5386071486
27-Sep-14,403.56,406.62,397.37,399.52,15029300,5322075836
28-Sep-14,399.47,401.02,374.33,377.18,23613300,5025729375
29-Sep-14,376.93,385.21,372.24,375.47,32497700,5004177243
30-Sep-14,376.09,390.98,373.44,386.94,34707300,5158621325
01-Oct-14,387.43,391.38,380.78,383.61,26229400,5115688242
02-Oct-14,383.99,385.5,372.95,375.07,21777700,5003085408
03-Oct-14,375.18,377.7,357.86,359.51,30901200,4796851775
04-Oct-14,359.89,364.49,325.89,328.87,47236500,4389218291
05-Oct-14,328.92,341.8,289.3,320.51,83308096,4279040870
06-Oct-14,320.39,345.13,302.56,330.08,79011800,4408130777
07-Oct-14,330.58,339.25,320.48,336.19,49199900,4490819565
08-Oct-14,336.12,354.36,327.19,352.94,54736300,4715887222
09-Oct-14,352.75,382.73,347.69,365.03,83641104,4878718500
10-Oct-14,364.69,375.07,352.96,361.56,43665700,4833830847
11-Oct-14,361.36,367.19,355.95,362.3,13345200,4844961125
12-Oct-14,362.61,379.43,356.14,378.55,17552800,5063689090
13-Oct-14,377.92,397.23,368.9,390.41,35221400,5223924767
14-Oct-14,391.69,411.7,391.32,400.87,38491500,5365153884
15-Oct-14,400.95,402.23,388.77,394.77,25267100,5285043276
16-Oct-14,394.52,398.81,373.07,382.56,26990000,5122903035
17-Oct-14,382.76,385.48,375.39,383.76,13600700,5140342471
18-Oct-14,383.98,395.16,378.97,391.44,11416800,5244892214
19-Oct-14,391.25,393.94,386.46,389.55,5914570,5220783140
20-Oct-14,389.23,390.08,378.25,382.85,16419000,5132276503
21-Oct-14,382.42,392.65,380.83,386.48,14188900,5182426851
22-Oct-14,386.12,388.58,382.25,383.16,11641300,5139461096
23-Oct-14,382.96,385.05,356.45,358.42,26456900,4808952572
24-Oct-14,358.59,364.35,353.3,358.35,15585700,4809419914
25-Oct-14,358.61,359.86,342.88,347.27,18127500,4662139220
26-Oct-14,347.49,359.22,343.93,354.7,11272500,4763036253
27-Oct-14,354.78,358.63,349.81,352.99,13033000,4741410021
28-Oct-14,353.21,359.98,352.68,357.62,7845880,4804812401
29-Oct-14,357.09,357.83,335.34,335.59,18192700,4510175245
30-Oct-14,335.71,350.91,335.07,345.3,30177900,4642194094
31-Oct-14,345.01,348.05,337.14,338.32,12545400,4549893052
01-Nov-14,338.65,340.53,321.05,325.75,16677200,4382113991
02-Nov-14,326.08,329.05,320.63,325.89,8603620,4385292372
03-Nov-14,325.57,334,325.48,327.55,12948500,4409040617
04-Nov-14,327.16,331.77,325.08,330.49,15655500,4449934321
05-Nov-14,330.68,343.37,330.68,339.49,19817200,4572205935
06-Nov-14,339.46,352.97,338.42,349.29,18797000,4705591219
07-Nov-14,349.82,352.73,341.78,342.42,16834200,4614264695
08-Nov-14,342.15,347.03,342.15,345.49,8535470,4656988222
09-Nov-14,345.38,363.63,344.26,363.26,24205600,4897961165
10-Nov-14,362.27,374.82,357.56,366.92,30450100,4948658123
11-Nov-14,365.86,371.31,363.73,367.7,15838900,4960242320
12-Nov-14,367.98,429.72,367.98,423.56,45783200,5715426244
13-Nov-14,427.27,457.09,401.12,420.73,58945000,5678828589
14-Nov-14,418.42,419.25,384.79,397.82,29589200,5371040273
15-Nov-14,399.65,405.53,371.01,376.13,15727500,5079582132
16-Nov-14,374.73,390.8,374.6,387.88,11905600,5239694300
17-Nov-14,388.35,410.2,377.5,387.41,41518800,5234695637
18-Nov-14,387.79,392.4,371.12,375.2,32222500,5071157408
19-Nov-14,373.9,386.48,373.9,380.55,18931800,5144903809
20-Nov-14,380.31,382.02,356.78,357.84,25233200,4839043482
21-Nov-14,357.88,357.88,344.11,350.85,29850100,4745605133
22-Nov-14,351.6,364.84,350.88,352.92,15273000,4774989954
23-Nov-14,353.17,370.85,353.17,367.57,15151600,4974540006
24-Nov-14,366.95,387.21,366.67,376.9,30930100,5102174795
25-Nov-14,376.89,394.7,374.78,375.35,25442200,5082390210
26-Nov-14,376.02,377.7,365.82,368.37,18601700,4989166443
27-Nov-14,370.5,373.99,368.28,369.67,8748030,5008058116
28-Nov-14,369.37,382.84,358.45,376.45,22946500,5101280353
29-Nov-14,376.15,387.6,372.14,375.49,15375600,5089799280
30-Nov-14,375.51,382.53,373.31,378.05,9194440,5125958175
01-Dec-14,378.25,383.66,376.67,379.24,11763000,5143434464
